Date	Wtag	Info	Daytext	Textcontent	Dayfont	Daycontent	Dt
20.06.2020	Sabado		1 Crô. 29:5.	Quem hoje se oferece para trazer uma dádiva a Jeová?	w18.08 25 §§ 9, 11.	Na época do antigo Israel, muitos projetos precisaram da ajuda de voluntários. (Êxo. 36:2; 1 Crô. 29:5; Nee. 11:2) Hoje, você também tem muitas oportunidades de usar seu tempo, recursos e habilidades para servir como voluntário. Ajudar seus irmãos e irmãs dessa forma dá muita alegria, e você vai receber muitas bênçãos de Jeová. Os que são voluntários em construções muitas vezes fazem novos amigos. Veja o exemplo de Margie, que trabalha há dezoito anos na construção de Salões do Reino. Durante esses anos, ela já treinou várias irmãs mais jovens, e disse que teve muitas oportunidades de encorajar e ser encorajada. (Rom. 1:12) Quando Margie enfrentou alguns períodos difíceis na vida, ela recebeu o apoio de muitos amigos que ela fez durante as construções. Você já se colocou à disposição para trabalhar em construções?	.
21.06.2020	Domingo		1 Tim. 4:12.	Nunca deixe que ninguém o menospreze por você ser jovem. Em vez disso, torne-se exemplo para os fiéis no falar, na conduta, no amor, na fé, na castidade.	1 Tim. 3:1-10, 12, 13; Tito 1:5-9. w18.08 11-12 §§ 15-16.	Quando Paulo escreveu isso, é provável que Timóteo tivesse por volta de 30 anos. Mesmo assim, foi a ele que Paulo escolheu para cuidar de grandes responsabilidades. Qualquer que seja o motivo de Paulo ter dado esse conselho, o ponto é claro. Não devemos julgar um irmão jovem só por causa da idade dele. Não esqueça que o próprio Jesus fez todo o seu trabalho na Terra quando tinha uns 30 e poucos anos. Em alguns lugares, as pessoas não têm muito respeito por homens mais jovens. Por causa disso, os anciãos da congregação acabam não recomendando um irmão jovem para ser servo ministerial ou ancião, mesmo que esse irmão cumpra os requisitos bíblicos. Mas os anciãos devem se lembrar que a Bíblia não especifica nenhuma idade mínima para um homem ser designado servo ministerial ou ancião.	.
22.06.2020	Segunda		1 Tim. 6:20.	[Afaste-se] . . . do falsamente chamado "conhecimento".	w18.08 4 §§ 4-5.	Para tomarmos uma boa decisão, precisamos ter certeza de que os fatos que temos são verdadeiros. Por isso, não aceite informações de qualquer fonte. Escolha com cuidado o que você vai ler. (Fil. 4:8, 9) Não perca tempo lendo sites de notícias duvidosas ou e-mails e mensagens de texto com informações não comprovadas. Tenha cuidado principalmente com sites de apóstatas. O que eles querem é acabar com o povo de Deus e distorcer a verdade. Informações erradas levam a decisões erradas. Seria um erro acharmos que nossa mente e coração nunca vão ser afetados por informações falsas. Por exemplo quando Moisés enviou 12 homens para espiar a Terra Prometida, 10 deles voltaram falando coisas ruins sobre o lugar. (Núm. 13:25-33) Por causa dessas informações exageradas e absurdas, o povo de Jeová ficou completamente desanimado. (Núm. 14:1-4, 6-10) Em vez de irem atrás dos fatos e confiarem em Jeová, os israelitas preferiram acreditar no que a maioria tinha dito.	.
23.06.2020	Terça		1 Cor. 15:33.	Não se deixem enganar. Más companhias estragam bons hábitos.	Pro. 13:20. w18.07 19 § 11.	A maioria das pessoas têm algumas boas qualidades, e muitos dos que não servem a Jeová não fazem coisas erradas o tempo todo. Talvez algumas das pessoas que você conhece sejam assim. Mas será que isso quer dizer que elas são boas companhias? Bem, pense em como elas afetam sua relação com Jeová. Será que elas ajudam você a continuar amigo de Jeová? O que elas têm no coração? Do que elas mais falam? Será que tudo gira em torno de moda, dinheiro, eletrônicos, diversões ou coisas assim? São pessoas que vivem criticando os outros? Falam coisas de duplo sentido? O aviso de Jesus é claro: "A boca fala do que o coração está cheio." (Mat. 12:34) Se você perceber que seus amigos atrapalham sua amizade com Jeová, não perca tempo! Limite o tempo que passa com eles e, se necessário, termine a amizade.	.
24.06.2020	Quarta		Núm. 12:3.	Moisés era de longe o mais manso de todos os homens.	Mat. 11:28, 29. w18.09 24-25 §§ 7-10.	Quando Moisés tinha 80 anos, Jeová o designou para tirar Israel da escravidão no Egito. (Êxo. 3:10) Moisés tentou várias vezes dar desculpas. Mas Jeová continuou paciente e Ele deu para Moisés o poder de fazer milagres. (Êxo. 4:2-9, 21) Ele podia ter usado seu poder para assustar Moisés e convencê-lo num piscar de olhos a ser obediente. Mas Jeová foi paciente e bondoso. Ele garantiu que estaria sempre do lado de seu modesto e humilde servo. Será que isso funcionou? Com certeza! Moisés se tornou um líder notável. Ele tentava mostrar pelos outros a mesma bondade e consideração que Jeová mostrou por ele. Se você tem certo grau de autoridade é muito importante que você imite a Jeová e seja bondoso e paciente com aqueles de quem você cuida. Mostre consideração por eles. (Col. 3:19-21; 1 Ped. 5:1-3) Quando você se esforça para imitar a Jeová e a Jesus, o Moisés Maior, você se torna uma pessoa mais acessível e animadora.	.
25.06.2020	Quinta		Sal. 133:1, 2.	Como é bom, como é agradável irmãos viverem juntos em união!	Efé. 5:9. w18.06 24 §§ 13-14	Já pensou em tentar ser uma influência positiva na congregação e ajudar todos a continuar unidos? Se já está fazendo isso, parabéns! Continue se esforçando para ‘se alargar’, ou seja, para fazer isso mais vezes e com mais pessoas. (2 Cor. 6:11-13, nota) Nós também podemos tentar fazer nossa luz brilhar entre os vizinhos. Se você for bondoso e prestativo, pode até motivar um vizinho a aprender sobre Jeová. Pergunte-se: ‘O que meus vizinhos pensam de mim? Será que eu tomo a iniciativa de ajudá-los quando eles precisam? E minha casa? Ela é limpa e arrumada? Causa uma boa impressão na vizinhança?’ Quando tiver uma oportunidade, pergunte a outros irmãos como o exemplo e a bondade deles influenciaram parentes, vizinhos, colegas de trabalho e de escola. É bem provável que você vai ouvir histórias bem interessantes.	.
26.06.2020	Sexta		 João 16:2.	Vem a hora em que quem matar vocês pensará que está prestando um serviço sagrado a Deus.	 w18.06 16-17 §§ 3-4	Isso foi o que aconteceu com os que mataram o discípulo Estêvão e com outros que tinham o mesmo pensamento errado. (Atos 6:8, 12; 7:54-60) É até irônico pensar que, no decorrer da história, religiosos fanáticos diziam adorar a Deus, mas depois cometiam crimes que Deus condena, como matar outros! (Êxo. 20:13) É óbvio que a consciência de pessoas assim não é confiável. A Palavra de Deus tem muitas leis e princípios que são úteis “para ensinar, para repreender, para endireitar as coisas, para disciplinar em justiça”. (2 Tim. 3:16) Se quisermos que nossa consciência funcione bem, temos que ser bons estudantes da Bíblia, meditar no que ela diz e colocá-la em prática. Assim, vamos entender o modo de Jeová pensar, e nossa consciência vai nos levar para a direção certa.	.
27.06.2020	Sabado		 Efé. 6:17.	Aceitem . . . a espada do espírito, isto é, a palavra de Deus.	w18.05 30 § 15; 31 §§ 19-21	Na época do apóstolo Paulo, os soldados romanos usavam uma espada de uns 50 centímetros, feita para uma luta corpo a corpo. Os soldados treinavam todos os dias com a espada e por isso eram muito bons. Paulo comparou a Palavra de Deus com uma espada. Mas precisamos aprender a usá-la para defender nossas crenças ou ajustar nosso jeito de pensar. (2 Cor. 10:4, 5; 2 Tim. 2:15) Nós não precisamos ter medo de Satanás e dos demônios. É verdade que eles são poderosos, mas eles não são mais poderosos do que Jeová. E eles não vão viver para sempre. Durante os mil anos do reinado de Cristo, eles serão presos e não vão prejudicar mais ninguém. Logo depois eles serão destruídos. (Apo. 20:1-3, 7-10) Nós conhecemos nosso inimigo, suas táticas e seu objetivo. Com a ajuda de Jeová, podemos ficar firmes contra o Diabo!	.
28.06.2020	Domingo		 Gên. 3:4.	A serpente disse à mulher: “Vocês certamente não morrerão.”	Jó 1:6. w18.05 22 §§ 1-2	Adão sabia que cobras não falam. Então, ele deve ter percebido que quem falou com Eva foi uma criatura espiritual. (Gên. 3:1-6) Adão e Eva nem conheciam essa criatura espiritual. Mesmo assim, Adão decidiu virar as costas para Jeová e ficou do lado de alguém que ele nem sabia quem era. (1 Tim. 2:14) Já naquele momento, Jeová começou a dar algumas informações sobre quem era esse inimigo. Ele prometeu que o inimigo seria destruído. Mas Jeová também avisou que, até isso acontecer, a criatura espiritual que falou por meio da cobra iria ser inimiga de todos aqueles que amam a Deus. (Gên. 3:15) Jeová, em sua grande sabedoria, achou melhor nunca nos dizer o nome do anjo que ficou contra ele. Foi só uns 2.500 anos depois da rebelião no Éden que Jeová se referiu a esse inimigo. Ele usou o título “Satanás”, que significa “opositor”. 	.
29.06.2020	Segunda		Luc. 8:15.	[Esses] representam os que . . . dão fruto com perseverança.	Mat. 22:39; 1 Cor. 11:1. w18.05 13 §§ 4-5	Já ficou desanimado quando notou que a maioria das pessoas de seu território não quer saber do Reino? Então, você vai se identificar com o apóstolo Paulo. Ele dedicou uns 30 anos de sua vida à pregação, e ajudou muita gente a aprender a verdade. (Atos 14:21) Mas ele não teve muitos resultados quando pregou aos judeus. A maioria nem queria ouvir Paulo, e alguns até o maltrataram. (Atos 14:19; 17:1, 4, 5, 13) Como será que Paulo se sentiu? Com toda a sinceridade, ele disse: “Tenho uma grande tristeza e uma dor incessante no coração.” (Rom. 9:1-3) Por que Paulo ficava triste? Porque o coração dele estava no serviço de pregação. Ele se preocupava com os judeus, e por isso pregava a eles. Mas quando via que os judeus não davam valor à misericórdia de Deus, Paulo se sentia muito desapontado. Assim como Paulo, nós pregamos porque nos preocupamos com os outros.	.
30.06.2020	Terça		Pro. 12:25	A ansiedade sobrecarrega o coração do homem, mas a boa palavra alegra o coração.	2 Tes. 1:3-5. w18.04 21 §§ 3-5	Paulo deixou claro que até aqueles que têm a responsabilidade de encorajar outros precisam de encorajamento. Ele escreveu para os irmãos em Roma: “Pois desejo muito vê-los, para lhes transmitir algum dom espiritual a fim de que vocês sejam firmados; ou melhor, para nos encorajarmos mutuamente por meio da nossa fé, tanto a sua como a minha.” (Rom. 1:11, 12) Isso mostra que às vezes até o apóstolo Paulo precisava ser encorajado. (Rom. 15:30-32) Hoje, podemos encorajar aqueles que servem no tempo integral, como os pioneiros. E quem mais merece ser encorajado? Os irmãos e as irmãs que continuam solteiros porque querem obedecer à ordem de se casar “somente no Senhor”. (1 Cor. 7:39) E não podemos esquecer dos cristãos que enfrentam oposição ou doença. 	.
01.07.2020	Quarta		 Efé. 5:17.	Compreendam qual é a vontade de Jeová.	Efé. 5:17. w18.07 12 §§ 1-2	Estamos vivendo em “tempos críticos, difíceis de suportar”. E a vida vai ficar ainda mais difícil antes de podermos cruzar as portas do novo mundo de paz que esperamos. (2 Tim. 3:1) Por isso, é bom nos perguntar: ‘Para onde eu olho quando preciso de ajuda e orientação?’ Milhares de anos atrás, um salmista reconheceu que devemos olhar para Jeová quando precisamos de ajuda. (Sal. 123:1-4) Ele disse que temos que olhar para Jeová do mesmo modo que um servo olha para seu senhor. O que o salmista quis dizer? Bem, o servo não procura seu senhor apenas para ter comida e proteção, mas ele fica atento para saber o que seu senhor quer que ele faça, para depois obedecer. Do mesmo modo, temos que ler todo dia a Palavra de Deus para saber o que Jeová quer de nós e então obedecê-lo. Só assim poderemos ter certeza de que teremos o apoio de Jeová quando estivermos com problemas.	.
02.07.2020	Quinta		João 8:36.	Se o Filho os libertar, vocês serão realmente livres.	w18.04 7 §§ 14-16	Jesus estava falando de ficarmos livres do pior tipo de escravidão que já existiu: ser “escravo do pecado”. (João 8:34) Além de nos levar a fazer coisas erradas, o pecado não nos deixa fazer o que é certo e nos impede de ser aquilo que poderíamos ser. O resultado é dor, frustração e, por fim, a morte. (Rom. 6:23) O apóstolo Paulo sabia muito bem o que é sentir essa dor. (Rom. 7:21-25) Quando formos soltos das correntes do pecado, poderemos ter a verdadeira liberdade que Adão e Eva perderam. Ao dizer “se vocês permanecerem nas minhas palavras”, Jesus mostrou que se quisermos ser livres precisamos aceitar algumas condições e limites. (João 8:31) Nós, cristãos dedicados, já negamos a nós mesmos e aceitamos os limites que Jesus definiu para seus discípulos. (Mat. 16:24) Então, assim como Jesus prometeu, ficaremos “realmente livres” quando recebermos todos os benefícios do resgate.	.
03.07.2020	Sexta		2 Crô. 6:30.	Só tu realmente conheces o coração do homem.	 w19.03 16 §§ 6-7	Jeová sempre mostra consideração pelos sentimentos dos seus servos, mesmo quando eles pensam de modo errado. Veja o que aconteceu com Jonas. Deus o enviou para pregar que Nínive seria destruída. Mas as pessoas daquela cidade se arrependeram, e Deus decidiu que não ia mais destruí-las. Só que Jonas não gostou nem um pouco dessa decisão. Ele “ficou muito irado” porque a mensagem que tinha pregado não se cumpriu. O que Jeová fez? Ele agiu com paciência e ajudou Jonas a corrigir seu modo de pensar. (Jonas 3:10–4:11) Com o tempo, Jonas aprendeu a lição. E veja que privilégio ele recebeu: Jonas foi usado por Jeová para escrever esses acontecimentos na Bíblia. E nós podemos aprender com isso. (Rom. 15:4) O modo como Jeová tratou seus servos no passado nos faz ter certeza de que ele também se preocupa com os nossos sentimentos. Ele sabe de cada dor e sofrimento que passamos. Ele entende nossos pensamentos mais íntimos, nossos sentimentos mais profundos e nossas limitações. Além disso, Jeová ‘não deixará que sejamos tentados além do que podemos suportar’. (1 Cor. 10:13) Não concorda que essa promessa é maravilhosa?	.
04.07.2020	Sabado		Heb. 4:13.	Todas as coisas estão nuas e abertamente expostas aos olhos daquele a quem temos de prestar contas.	w19.02 23 §§ 16-18	Sob a Lei mosaica os anciãos e juízes tinham a responsabilidade de julgar de modo justo. Eles tinham que lidar não apenas com assuntos espirituais, mas também com desacordos e até crimes. Veja alguns exemplos. Se um israelita matasse alguém, ele não recebia automaticamente a pena de morte. Os anciãos da cidade tinham que investigar todo o caso e então decidir se ele merecia morrer ou não. (Deut. 19:2-7, 11-13) Os anciãos também cuidavam de várias situações do dia a dia — desde assuntos públicos, como a disputa de bens, até assuntos mais particulares, como problemas entre marido e mulher. (Êxo. 21:35; Deut. 22:13-19) Quando os anciãos eram justos e os israelitas obedeciam à Lei, todo mundo saía ganhando e a nação mostrava respeito por Jeová. (Lev. 20:7, 8; Isa. 48:17, 18) Com isso nós vemos que cada área da nossa vida é importante para Jeová. Ele espera que tratemos as pessoas com justiça e amor. E ele presta atenção a tudo o que falamos e fazemos, até mesmo ao que acontece dentro da nossa casa.	.
05.07.2020	Domingo		Isa. 53:7.	Deixou-se atribular, mas não abriu a boca.	Isa. 53:10. w19.02 11 §§ 14-15	Quando sentimos estresse, é mais difícil mostrar mansidão. Isso pode nos fazer falar de modo duro e insensível. Se você já se sentiu estressado, o exemplo de Jesus pode ajudá-lo. Nos últimos meses em que esteve na Terra, Jesus passou por muito estresse. Ele sabia que logo seria morto e que passaria por sofrimentos horríveis. (João 3:14, 15; Gál. 3:13) Alguns meses antes de morrer, ele disse que estava aflito. (Luc. 12:50) E dias antes de ser morto, Jesus repetiu: “Eu estou aflito.” Dá para ver como Jesus era humilde e obediente a Deus quando abriu seu coração e orou. (João 12:27, 28) Quando chegou o momento, Jesus foi corajoso e se entregou aos inimigos de Deus, e ele foi morto do modo mais doloroso e humilhante que existe. Apesar de todo o estresse, apesar de todo o sofrimento, Jesus foi manso e aceitou fazer o que Deus pediu. Sem dúvida, podemos dizer que Jesus é o maior exemplo de alguém que continuou manso mesmo passando por estresse. 	.
06.07.2020	Segunda		Heb. 10:24.	Pensemos uns nos outros para nos estimular ao amor e às boas obras. 	 Heb. 10:25. w19.01 28 § 9	Assistir a todas as reuniões exige coragem. Pode ser que estejamos passando por situações difíceis. Alguns de nossos irmãos vão às reuniões apesar de se sentirem muito tristes, desanimados ou de terem problemas de saúde. Outros são corajosos porque não perdem as reuniões, mesmo sofrendo oposição da família ou do governo. Pense em como o nosso exemplo influencia aqueles irmãos que estão presos por causa da fé. (Heb. 13:3) Quando eles ficam sabendo que continuamos servindo a Jeová apesar de nossos problemas, eles se sentem mais motivados a ter fé, coragem e a continuar leais. Quando Paulo estava preso em Roma, ele ficava feliz por saber que seus irmãos continuavam servindo a Deus. (Fil. 1:3-5, 12-14) Pouco antes ou pouco depois de ser solto, Paulo escreveu a carta aos Hebreus. Nessa carta, Paulo disse que os irmãos nunca deviam deixar de se reunir.	.
07.07.2020	Terça		 1 João 5:19.	O mundo inteiro está no poder do Maligno.	Ecl. 7:12; Luc. 12:15. w19.01 15 § 6; 17 § 9	Satanás quer que nós sejamos como ele — um rebelde que não respeita os padrões de Jeová e que só pensa em si mesmo. Satanás nos cerca de pessoas que ele já contaminou, e fica torcendo para nós escolhermos passar tempo com elas, para elas corromperem nossa maneira de agir e pensar. (1 Cor. 15:33) Outra tática de Satanás para contaminar nosso coração é nos fazer confiar mais na sabedoria humana do que em Jeová. (Col. 2:8) Pense em uma das ideias que Satanás divulga. Ele diz que nosso objetivo na vida deve ser ficar rico. Alguns que pensam assim conseguem ficar ricos; outros não. Mas, nos dois casos, essas pessoas estão correndo perigo. Por quê? Porque ficam tão concentradas em ganhar dinheiro que acabam sacrificando a saúde, a família e até a amizade com Deus. (1 Tim. 6:10) Ainda bem que nosso Pai nos céus é sábio e nos ajuda a enxergar o dinheiro de modo equilibrado. 	.
08.07.2020	Quarta		Mat. 25:21.	Muito bem, escravo bom e fiel! Você foi fiel ao cuidar de poucas coisas. Vou encarregá-lo de muitas coisas. Participe da alegria do seu senhor.	 Jó 33:24, 25; 36:1, 11; 42:7, 10. w18.04 16 § 6; 17 §§ 8-9	Vimos que Jesus é um exemplo perfeito de como encorajar outros. Mas, mesmo antes de ele vir à Terra, os servos de Jeová já sabiam que era importante dar encorajamento. O rei Ezequias foi um deles. Quando os assírios ameaçaram Jerusalém, Ezequias reuniu os chefes militares e o povo para encorajá-los. A Bíblia diz que “o povo foi fortalecido pelas palavras de Ezequias.” (2 Crô. 32:6-8) Jó era alguém que precisava de muito consolo. Mas foi ele que deu a seus três amigos uma lição de encorajamento. Jó disse que, se os três amigos estivessem na situação dele, ele ‘os fortaleceria com as palavras de sua boca, e o consolo dos seus lábios traria alívio para eles’. (Jó 16:1-5) Depois, Jó foi encorajado por Eliú e pelo próprio Jeová.	.
09.07.2020	Quinta		Isa. 41:10.	Vou fortalecê-lo, sim, vou ajudá-lo.	 Isa. 54:17. w19.01 5-6 §§ 12-13	Isaías já tinha descrito no capítulo anterior como Jeová iria fortalecer seu povo: “Jeová virá com poder, e ele governará com o seu braço.” (Isa. 40:10) Na Bíblia, a palavra “braço” muitas vezes significa força ou poder. Por isso, a expressão “governará com o seu braço” nos lembra de que Jeová é um Rei poderoso. Em vários momentos no passado, ele usou seu enorme poder para ajudar e defender seus servos. E Jeová ainda faz isso hoje por aqueles que confiam nele. (Deut. 1:30, 31; Isa. 43:10, nota) Uma situação em que Jeová sempre cumpre a promessa “Vou fortalecê-lo” é quando enfrentamos perseguição. Em alguns países, inimigos estão fazendo de tudo para acabar com a pregação ou banir nossa organização. Mas não ficamos ansiosos demais por causa disso. Jeová fez outra promessa que nos dá força e confiança. Ele disse: “Nenhuma arma fabricada contra você será bem-sucedida.”	.
10.07.2020	Sexta		Mat. 5:3.	Felizes os que têm consciência de sua necessidade espiritual. 	w18.12 20 §§ 6-7	Os humanos são diferentes dos animais. Nós temos uma necessidade espiritual, ou seja, temos a necessidade de saber mais sobre o Criador. (Mat. 4:4) Se você escutar a Deus, vai ganhar discernimento, sabedoria e felicidade. Jeová cuida dessa necessidade nos dando alimento espiritual por meio da Bíblia e do “escravo fiel e prudente”. (Mat. 24:45) É esse “alimento” que vai nutrir a sua fé. E opções de alimento espiritual não faltam! (Isa. 65:13, 14) O alimento espiritual vai ajudar você a ter sabedoria e a pensar de modo inteligente. Isso vai proteger você em vários sentidos. (Pro. 2:10-14) Por exemplo, você logo vai conseguir identificar uma mentira, como no caso do ensino que diz que não existe um Criador. Você também não vai cair na mentira que diz que o dinheiro e os bens materiais são o segredo para a felicidade. Além disso, vai conseguir resistir a desejos errados e evitar comportamentos que podem prejudicar você. Então, se esforce ao máximo para se tornar sábio e pensar de modo inteligente.	.
11.07.2020	Sabado		Isa. 65:22	Os dias do meu povo serão como os dias de uma árvore.	 Luc. 23:43. w18.12 5 §§ 13-15	Note que essa profecia diz que os dias de uma pessoa “serão como os dias de uma árvore”. Algumas árvores vivem milhares de anos. Para viverem tanto assim, os humanos teriam que ter boa saúde. E se eles pudessem viver no mundo pacífico e bonito que Isaías predisse, aí sim seria um sonho virando realidade: um paraíso! E essa profecia ainda vai se cumprir! Pessoas na Terra inteira serão abençoadas por Deus. Ninguém mais vai ter medo de animais nem de pessoas violentas. Cegos, surdos e mancos serão curados. As pessoas vão construir suas próprias casas e produzir a própria comida. Elas vão viver bem mais que as árvores. Tudo isso indica que um paraíso assim vai vir no futuro. Mas alguns afirmam que nós damos a essas profecias um sentido que elas não têm. Que bons motivos você tem para esperar um paraíso na Terra? O próprio Jesus deu um bom motivo quando esteve na Terra. 	.
12.07.2020	Domingo		 Rom. 12:2.	Sejam transformados, renovando a sua mente. 	 w18.11 21 §§ 14-15	A mente é flexível e está sempre mudando. E o que faz a mente mudar? Muitas vezes, são os pensamentos que deixamos entrar e ficar em nossa cabeça. Se meditarmos nos pensamentos de Jeová, vamos logo perceber que os pontos de vista dele são sempre certos. Isso por sua vez vai nos motivar a querer pensar assim como ele. Mas a nossa mente só vai ser ‘renovada’ se ‘pararmos de nos moldar a este mundo’. Ou seja, não podemos mais deixar que as ideias erradas deste sistema entrem em nossa mente. Para entender como isso é importante, pense neste exemplo: Uma pessoa quer ter uma saúde melhor. Então, ela decide comer comidas saudáveis, mas ao mesmo tempo ela come alimentos estragados. Será que vai adiantar alguma coisa? Do mesmo modo, alimentar nossa mente com os pensamentos de Jeová e ao mesmo tempo com as ideias do mundo vai ser esforço perdido. 	.
13.07.2020	Segunda		Efé. 6:14.	Mantenham-se firmes, usando o cinturão da verdade.	 w18.11 12 § 15	Encontrar a verdade da Palavra de Deus exige esforço. Temos que estar dispostos a fazer qualquer sacrifício para ‘comprá-la’, ou seja, para consegui-la. E, como diz esse provérbio, depois de ‘comprarmos’ a verdade, temos que tomar cuidado para não ‘vendê-la’, ou seja, perdê-la. Mesmo algo grátis pode ter um custo. A palavra hebraica traduzida como “compre” em Provérbios 23:23 também significa “adquira”. Essas duas palavras passam a ideia de se esforçar para obter um objeto valioso ou dar algo em troca dele. Pense neste exemplo: um mercado anuncia “Bananas grátis”. Será que as bananas vão aparecer do nada em cima da sua mesa? Não. Você tem que fazer o esforço de ir até o mercado e pegar as bananas. Mesmo que elas sejam de graça, você deu em troca delas o seu tempo e o seu esforço. ‘Comprar a verdade’ é algo parecido. Você não dá dinheiro em troca dela, mas você vai ter que se esforçar para consegui-la.	.
14.07.2020	Terça		Pro. 23:23	Compre a verdade e nunca a venda.	 w18.11 4 §§ 4-5	Jesus tinha chamado Pedro, Tiago e João para ir com ele a um monte. Chegando lá, eles tiveram uma visão impressionante! O rosto de Jesus começou a brilhar e sua roupa também brilhava, de tão branca. Daí, dois homens, Moisés e Elias, começaram a falar com Jesus sobre a morte e a ressurreição dele. (Luc. 9:29-32) Então, eles foram encobertos por uma nuvem luminosa e ouviram uma voz vinda da nuvem — era a voz de Deus! Essa visão foi uma amostra do poder e da glória que Jesus teria como Rei do Reino de Deus. Ela deu mais força e coragem para Jesus passar por vários sofrimentos e por uma morte dolorosa. E ela também ajudou os apóstolos a ter mais fé para enfrentar testes de lealdade e para cuidar de todo o trabalho que teriam pela frente. A transfiguração foi algo tão marcante para o apóstolo Pedro que, uns trinta anos mais tarde, ele falou sobre ela em uma de suas cartas.	.
15.07.2020	Quarta		Mat. 17:2.	Seu rosto brilhava como o sol, e suas roupas se tornaram brilhantes. 	2 Ped. 1:16-18. w19.03 10 §§ 7-8	Jesus tinha chamado Pedro, Tiago e João para ir com ele a um monte. Chegando lá, eles tiveram uma visão impressionante! O rosto de Jesus começou a brilhar e sua roupa também brilhava, de tão branca. Daí, dois homens, Moisés e Elias, começaram a falar com Jesus sobre a morte e a ressurreição dele. (Luc. 9:29-32) Então, eles foram encobertos por uma nuvem luminosa e ouviram uma voz vinda da nuvem — era a voz de Deus! Essa visão foi uma amostra do poder e da glória que Jesus teria como Rei do Reino de Deus. Ela deu mais força e coragem para Jesus passar por vários sofrimentos e por uma morte dolorosa. E ela também ajudou os apóstolos a ter mais fé para enfrentar testes de lealdade e para cuidar de todo o trabalho que teriam pela frente. A transfiguração foi algo tão marcante para o apóstolo Pedro que, uns trinta anos mais tarde, ele falou sobre ela em uma de suas cartas.	.
16.07.2020	Quinta		 2 Cor. 6:4, 7.	Nós nos recomendamos de todos os modos como ministros de Deus, . . . por palavras verdadeiras.	 w18.10 9 §§ 14-15	Como os verdadeiros cristãos podem mostrar que são diferentes dos membros da religião falsa? Nós ‘falamos a verdade’. (Zac. 8:16, 17) Em questões importantes e insignificantes, vamos falar a verdade — para estranhos, colegas de trabalho, amigos e para aqueles que amamos. Se você é jovem, é provável que não goste de se sentir excluído pelos colegas de escola. Mas tome cuidado para não ter uma vida dupla. Quando está com a família ou com a congregação, finge ter uma boa conduta. Mas, quando está perto de colegas não cristãos ou usando redes sociais, é outra pessoa. Quem tem uma vida dupla vive uma mentira, tentando enganar os pais, a congregação e Jeová. (Sal. 26:4, 5) Só que Jeová sabe quando estamos ‘honrando a ele com os lábios’ e não com o coração. (Mar. 7:6) É melhor fazer o que diz Provérbios 23:17: “Que o seu coração não inveje os pecadores, mas que tema a Jeová o dia inteiro.”	.
17.07.2020	Sexta		 1 João 4:16.	Deus é amor, e quem permanece no amor permanece em união com Deus, e Deus permanece em união com ele.	 w18.09 28 §§ 1-2	Todos os servos de Jeová formam uma família. E a marca principal dessa família é o amor. (1 João 4:16, 21) Às vezes, eles fazem grandes sacrifícios uns pelos outros. Mas, na maioria das vezes, eles mostram amor em pequenos gestos. Por exemplo, falando coisas positivas ou fazendo algo bondoso. Quando mostramos consideração por nossos irmãos, nós nos tornamos “imitadores de Deus, como filhos amados”. (Efé. 5:1) Jesus imitou perfeitamente a Jeová. Ele sempre tratava os outros com bondade. Jesus disse: ‘Venham a mim, todos vocês que estão trabalhando duro e estão sobrecarregados, e eu os reanimarei, pois sou de temperamento brando e humilde de coração.’ (Mat. 11:28, 29) Se nós imitarmos a Jesus, ‘mostrando consideração ao de condição humilde’, vamos agradar a Jeová e nos sentir mais felizes. (Sal. 41:1) Então, vamos continuar mostrando consideração por outros na família, na congregação e no serviço de campo.	.
18.07.2020	Sabado		 1 Cor. 3:9.	Somos colaboradores de Deus.	 Atos 20:35; 2 Cor. 9:6, 7. w18.08 26 § 12	Também temos a chance de colaborar com Jeová quando ajudamos irmãos que foram vítimas de desastres naturais. Talvez possamos contribuir com dinheiro. (João 13:34, 35; Atos 11:27-30) Ou então ajudar na limpeza ou na reconstrução de casas afetadas pelo desastre. Gabriela, uma irmã da Polônia, viu sua casa ser destruída por uma enchente. Mas irmãos de congregações vizinhas vieram ajudar. Gabriela diz: “O que eu perdi, não importa. Eram só coisas materiais. O mais importante foi o que eu ganhei — a certeza de que sou parte de uma congregação mundial. Isso é um privilégio único. É algo que me deixa muito feliz.” Muitos que receberam ajuda depois de um desastre natural sentem o mesmo. E aqueles que colaboram com Jeová para ajudar esses irmãos também sentem muita alegria.	.
19.07.2020	Domingo		 Pro. 4:23.	Proteja . . . o seu coração. 	w19.01 17 §§ 10-11	Para protegermos o coração, temos que saber identificar os perigos e agir rapidamente. A palavra traduzida como “proteger” nos faz lembrar do trabalho de um vigia. Na época do rei Salomão, os vigias ficavam nas muralhas da cidade. Se vissem um perigo se aproximando, davam um alarme. Esse quadro mental nos ajuda a entender o que temos que fazer para não deixarmos Satanás corromper nosso modo de pensar. Além dos vigias, a cidade era protegida pelos porteiros. (2 Sam. 18:24-26) Quando os porteiros viam um inimigo chegando, eles verificavam se os portões da cidade estavam fechados. (Nee. 7:1-3) O “vigia” do nosso coração é a consciência treinada pela Bíblia. Ela pode nos avisar quando Satanás tentar invadir nosso coração, ou seja, quando ele tentar influenciar nossos pensamentos, sentimentos, motivações ou desejos. Por isso, quando sua consciência der o alarme, não perca tempo e feche os “portões” do seu coração!	.
